tweets,classificacao,data
"calam financeira, govern mg compr helicópter >",Negativo,2016-12-13
ônibu carreg drog flagr mg353 motor pres,Positivo,2016-12-14
@pmmg190 pm prend autor roub,Positivo,2016-12-15
caminhon suspeit forj roub carg pres arax,Positivo,2016-12-16
pm prend jov drog tornozel eletrôn corint,Positivo,2016-12-17
"@marcosv60958142 lembr crápula,mesm tod apoi míd dess ele controladas,n venc mg (est",Neutro,2016-12-18
rio distribu vacin contr febr amarel municípi divis min,Positivo,2016-12-19
designan edmund raner nuev secretari movilidad – edoméx inform | notic del est méxic,Neutro,2016-12-20
"i'm at big in govern valadares, min geral",Neutro,2016-12-21
rt @meilingtamiozz vere sp fern holiday qu revog dia consci negr poli est min,Neutro,2016-12-22
"polêm filh pimentel govern min prev gast r$ 50,8 mi helicópter",Negativo,2016-12-23
quatr hom pres suspeit tráf drog pirap,Positivo,2016-12-24
ano pass dei pt mg vai est honr presenci pt 2017?,Negativo,2016-12-25
agricul vacin contr febr amarel es mg,Positivo,2016-12-26
est ampl 23 númer cas suspeit #febreamarel min,Neutro,2016-12-27
#i5gornasc @i5gornasc g1 arax receb nov dos vacin contr febr amarel,Positivo,2016-12-28
est ampl 23 númer cas suspeit febr amarel min,Neutro,2016-12-29
gilm mend integr comi tem viag lisbo est min #notíc,Neutro,2016-12-30
cão pm encontr drog hom pres mont clar,Positivo,2016-12-31
rt @marioscand govern min entreg máquin paviment 16 prefeit alt jequitinhonh,Neutro,2017-01-01
rt @epocanegoci bb avis justiç govern mg recurs cont judic,Negativo,2017-01-02
rt @otemp govern min ivec entreg 401 ônibu escol municípi,Positivo,2017-01-03
"chuv alag fech estaçã jardim paul metrô, zon est min",Neutro,2017-01-04
"calam financeira, govern mg compr doi helicópter via @uolnotic @uol",Negativo,2017-01-05
políci civil apreend drog mater refin ituram,Positivo,2017-01-06
rio faz bloquei contr febr amarel municípi divis min geral,Positivo,2017-01-07
trê hom pres suspeit roub carg sant luz gost dê rt!!,Positivo,2017-01-08
govern min log vec,Neutro,2017-01-09
"mg registr 23 cas prov febr amarela, 14 mort",Neutro,2017-01-10
"jornaloglob trê anos, presídi priv min geral rebel #timbet…",Positivo,2017-01-11
tent frustr assalt ger pânic shopping zon sul rio est min,Positivo,2017-01-12
adolesc pres arm drog tumiriting,Positivo,2017-01-13
cult govern min geral reconhec fol reil patrimôni imater est,Neutro,2017-01-14
secret saúd afirm nov cas febr amarel min declíni,Positivo,2017-01-15
"i'm at rei dav petisc in govern valadares, min geral",Neutro,2017-01-16
contrat profes começ nest terçaf juiz,Positivo,2017-01-17
"govern min geral gast r$ 50,8 milhã helicópter via @uolnotic @uol",Negativo,2017-01-18
"safado, vergonha, delinquente!",Neutro,2017-01-19
"após denúncias, cão encontr drog men det mg",Positivo,2017-01-20
"tent fug imped presídi mariana, diz secret",Positivo,2017-01-21
prefeit uberlând decret est calam financ,Negativo,2017-01-22
"tri pres suspeit roubo, tráf abus sex uberlând",Positivo,2017-01-23
vend un kazim malévich perfect est mg interes,Neutro,2017-01-24
trê hom det após roub loj celul ipating,Positivo,2017-01-25
"govern min mine hj, algum tim pequen aind bat bol lá! @pvcefox @uolesport",Neutro,2017-01-26
prefeit juiz divulg convoc educ infantil #timbet,Positivo,2017-01-27
rt @madeleinelacsk entend doming faust isso? rep ness declar lymd govern am,Neutro,2017-01-28
rt @brasilmetropol saúd mantém est atenç investig cas febr amarel #minasger,Neutro,2017-01-29
rt @hugotim1 #timbet #glob govern mg investig 83 mort febr amarel óbit confirm 32 #opera…,Positivo,2017-01-30
"hom invad fórum mat juiz mort seguranç unaí, mg",Positivo,2017-01-31
"rt @gigantesempr @panichiraphael salári funcion est min geral ? pimentel pag dia, tud cert ?",Neutro,2017-02-01
"retweeted leandr ruschel (@leandroruschel sobr govern minas, pergunt faz",Negativo,2017-02-02
políci mg apresent rapaz receb drog sinté via correi #g1,Positivo,2017-02-03
pm apreend pé maconh drog uberlând,Positivo,2017-02-04
est min surt febr amarel provoc corr vacin interi min,Neutro,2017-02-05
"tri pres suspeit roubo, tráf abus sex uberlând #g1",Positivo,2017-02-06
vacin contr febr amarel intensific zon rural uberab,Positivo,2017-02-07
nenhum rebel 10 ano funcion presídi min adot nov model recup 60% pres @susipep,Positivo,2017-02-08
"políci milit apreend arm drog reg barreiro, bel horizont",Positivo,2017-02-09
@pmmg190 7º bpm pompéu milit apreend adolesc tráf drog,Positivo,2017-02-10
@willmesm govern valad lest min,Neutro,2017-02-11
luiz emboab verdad 2018 vai lev bolsonar,Negativo,2017-02-12
rt @bemest vacin contr febr amarel intensific zon rural arax,Positivo,2017-02-13
set morr fic fer dur tirotei nort min,Neutro,2017-02-14
rt @folhapoli min geral fund cont corr pag val dev funç decis judic,Negativo,2017-02-15
"i'm at rio mai in govern valadares, min geral w/ @tue_nunes07 @newrandley @perpetuosoc @brenasunshin",Neutro,2017-02-16
políci mg apresent rapaz receb drog sinté via correi,Positivo,2017-02-17
process sele prefeit nov serr mg 2017 edit abr vag educ entre…,Positivo,2017-02-18
"calam financ compr helicopteros, usa resgat vagabund filh bebaç comun",Negativo,2017-02-19
@pmmg190 políci milit prend autor tráf drog our pret (mg,Positivo,2017-02-20
pimentel problem helicópteros! atual govern min geral flagr us,Negativo,2017-02-21
polic folg imped roub detém ladr juiz #somostodosdilm #raynni #buyraynniereonitun,Positivo,2017-02-22
"morr flór orc tilikum, inspir document 'blackfish' est min",Neutro,2017-02-23
#timbet #glob suspeit envolv tráf drog det bel horizont #operacaobetalab #si…,Positivo,2017-02-24
"� bel horizonte/ � mg polic milit apreend grand quant munições, drog rádi",Positivo,2017-02-25
"tri pres suspeit roubo, tráf abus sex uberlând #timbet",Positivo,2017-02-26
políci prend nov suspeit tráf drog ipating #g1,Positivo,2017-02-27
"calam financeira, govern mg compr doi helicópter by #jeversona4 via @c0nvey",Negativo,2017-02-28
rt @vieirabazili deser exércit core nort fal sobr regim impost país internac est min,Neutro,2017-03-01
mg quart est garant direit amament públic,Neutro,2017-03-02
justiç suspend gratu estacion shopping est min,Neutro,2017-03-03
"trê anos, presídi priv min geral rebel",Positivo,2017-03-04
"terr fértil capit glori est triângulo! (@ uberlând in uberlândia, mg",Neutro,2017-03-05
"@pmmg190 26ª cia pm ind itaobim pmmg apreend arm fogo, munições, drog prend autor",Positivo,2017-03-06
bem vind mai club est min geral @thneves10,Neutro,2017-03-07
@silviamorena78 @g1 qu deix mão est morr mais?,Neutro,2017-03-08
crim organiz disput 27 facç país est min,Neutro,2017-03-09
"políci prend suspeit tráf drog sant paraíso, mg",Positivo,2017-03-10
confianç consum méxic recu dezembr ant novembr econom est min,Neutro,2017-03-11
@pmmg190 paracatu forag justiç autor tráf drog pres políci milit,Positivo,2017-03-12
process design profes estad min feit internet,Positivo,2017-03-13
"pm prend rapaz vadi uso drog centr raul soares, mg",Positivo,2017-03-14
rio distribu vacin contr febr amarel municípi pert mg,Positivo,2017-03-15
grup fol reil comemor títul patrimôni cult imater min geral est min,Neutro,2017-03-16
secret realiz mut vacin contr febr amarel mont clar,Positivo,2017-03-17
"rt @edmilsonpapo10 após decret fal est minas, pimentel tá compr 2 helicópter mto feri 2017…",Negativo,2017-03-18
bb avis justiç govern mg recurs cont judicialdocu #domesticnew,Negativo,2017-03-19
rt @lmjsaturn cê sab pq min geral ótim est pq min nom pq man geral lix,Neutro,2017-03-20
"filh + esp calam financeira, govern mg compr doi helicópter via @uolnotic @uol",Negativo,2017-03-21
ônibu carreg drog flagr mg353 motor pres,Positivo,2017-03-22
men det drog balanç precis mont clar,Positivo,2017-03-23
@thneves10 bem vind mai club futebol est min geral sucess ! ���,Neutro,2017-03-24
gent min tão amorzinho! melhor est ❤,Neutro,2017-03-25
#bet #betalab #mg suspeit tráf drog pres tablet maconh crack em……,Positivo,2017-03-26
rt @em_com cap est min dest sáb saib tud,Neutro,2017-03-27
"notific febr amarel declínio, afirm govern mg",Positivo,2017-03-28
@pmmg190 men idad apreend políci milit tráf drog mari (mg,Positivo,2017-03-29
prefeit ampl hor vacin após cas febr amarel poç,Positivo,2017-03-30
"#timbet #glob trê pres após furt loj shopping varginha, mg #operacaobetalab #sigodevolt",Positivo,2017-03-31
"após denúncia, pm apreend drogas, mun arm arax",Positivo,2017-04-01
@mandah05 vc viu govern min busc filh helicópter govern ? república!,Negativo,2017-04-02
chuv graniz volt ating bh segund dia segu geral est min,Neutro,2017-04-03
"rt @predocindi 1 ont encontr amig govern min pedro, q vc ach comunic govern governad…",Neutro,2017-04-04
secret #educ mg abr process #contrat design,Positivo,2017-04-05
retweeted port uai (@portalu #min vai dobr ofert trabalh estud #presídi est,Neutro,2017-04-06
#timbet #glob quatr hom pres tráf drog janaúb #operacaobetalab #sigodevolt,Positivo,2017-04-07
manifest protest contr aument pass ônibu bh geral est min,Positivo,2017-04-08
greenfield forç mudanç funcef est min felip vie greenfield forç mudanç funcef estad,Neutro,2017-04-09
serviç táx aére est mg adv paga? canalh ter limit,Neutro,2017-04-10
@pmmg190 políci milit prend autor tráf drog,Positivo,2017-04-11
demand reprim merc imobili qued preç terc ano segu econom est min,Neutro,2017-04-12
"pass comprada! agor cheg paz segund melhor est país, min gerais! �",Neutro,2017-04-13
@pmmg190 autor presos/apreend tráf drog diamantin,Positivo,2017-04-14
"i'm at govern valad @prefeituragv in govern valadares, mg w/ @moreno_carl",Neutro,2017-04-15
políci apreend drog mont clar hom pres,Positivo,2017-04-16
"cust r$ 21,8 milhã calamidade, govern mg compr doi by #uolnotic via @c0nvey",Negativo,2017-04-17
@beppo22 risc calot est uni cresc poli est min,Neutro,2017-04-18
identific autor massacr boat istambul est min,Neutro,2017-04-19
bb avis justiç govern mg recurs cont judic,Negativo,2017-04-20
"i'm at pomp in pompeu, est min geral",Neutro,2017-04-21
@seurobert @cesarma govern min relat feder dpoil q deu merd,Negativo,2017-04-22
equip instal difer reg est fas experiment,Neutro,2017-04-23
centr acolh so drog oferec acolh orient gratuit especi usu,Neutro,2017-04-24
"min est graç anúnci acus jot quest moment hora,cheg pra ficar�",Neutro,2017-04-25
empres relat moment terr sob mir arm bh geral est min,Neutro,2017-04-26
#timbet #glob agricul vacin contr febr amarel es mg #operacaobetalab #sigodevolt,Positivo,2017-04-27
@pmmg190 buritil políci milit preend infra tráf drog,Positivo,2017-04-28
"ya es aburr ver fot min en tanga, toples,despué ponen est ni una menos y ell mism ponen en esa posicion menos",Neutro,2017-04-29
"i'm at giorgi gastrô in govern valadares, mg w/ @tue_nunes07 @newrandley @perpetuosoc @brenasunshin",Neutro,2017-04-30
em_com secret #educ mg abr process contrat design #timbet #sdv,Positivo,2017-05-01
"pai preso, filh cunh curt 'a vid adoidado' poli est min",Neutro,2017-05-02
"govern pag r$ 2,4 bilhã empreit alv lavajat est min",Neutro,2017-05-03
est min viol avanç interi min,Neutro,2017-05-04
suspeit tráf drog det r$ 22 mil juiz,Positivo,2017-05-05
prefeit ribe nev decret est calam financ #somostodosdilm #raynni #buyraynniereon…,Negativo,2017-05-06
vacin febr amarel áre surt mg cheg 90% ministr esper qued cas,Positivo,2017-05-07
ufjf abr 62 vag curs govern valad,Neutro,2017-05-08
cinc hom pres suspeit tráf drog pirap #somostodosdilm #raynni #buyraynniereonitun…,Positivo,2017-05-09
"prefeit divinópolis, mg realiz process sele profes",Positivo,2017-05-10
rt @levantatet5 #levántatef ¿quién ha est mejor? rt> lorenz mg> iren,Neutro,2017-05-11
govern anunc ensin integr trê escol estad triângul,Positivo,2017-05-12
"trê anos, presídi priv min geral rebel blog bg apont c possibil pra cris atual",Positivo,2017-05-13
"doi hom pres suspeit tráf drog caldas, mg",Positivo,2017-05-14
"bb est mg tr disput juríd envolv depósit judic ,",Negativo,2017-05-15
eua ue conden ataqu caminh mat quatr pesso jerusalém est min,Neutro,2017-05-16
"políci milit apreend arm drog reg barreiro, bel horizont",Positivo,2017-05-17
dupl pres patrocíni suspeit envolv roub fazend,Positivo,2017-05-18
"políci milit apreend arm drog reg barreiro, bel horizont #somostodosdilm #raynni #buyr…",Positivo,2017-05-19
quisi esa min tienen el re est físic � per veo com y la cam y pas �,Neutro,2017-05-20
"jaíb mg doi jov pres drogas, arm mun abord aven dou gerald",Positivo,2017-05-21
cap est min dest sáb saib tud,Neutro,2017-05-22
rt @naisaoliveira querid fic quet aí min est goi agradece!!,Neutro,2017-05-23
január receb 50 mil dos vacin após mort febr amarel,Positivo,2017-05-24
min rj add pq tô cans interess min outr est,Neutro,2017-05-25
@pmmg190 apreens pistol drog bairr tocantim,Positivo,2017-05-26
suspeit envolv tráf drog det bel horizont,Positivo,2017-05-27
"rt @oficialmchariel par contagem, est min dah",Neutro,2017-05-28
"visit outr est rj ? (i ? — sim paulo, min geral rio grand sul",Neutro,2017-05-29
@pmmg190 23º bpm divinópolil milit apreend men autor roub recup veícul,Positivo,2017-05-30
"govern min gerais, fern pimentel, age est rein min súdit",Negativo,2017-05-31
"tri pres suspeit roubo, tráf abus sex uberlând",Positivo,2017-06-01
rt @carlinibh fol reil dev declar patrimôni cult imater min geral geral est min,Neutro,2017-06-02
"construç nov presídi praz ocorrer, diz ministr justiç nacion est min",Neutro,2017-06-03
"doi hom pres suspeit tráf drog caldas, mg",Positivo,2017-06-04
pimentel anunc r$ 26 milhã combat febr amarel mg,Positivo,2017-06-05
govern anunc ensin integr trê escol estad triângul,Positivo,2017-06-06
"#timbet #glob tent fug imped presídi mariana, diz secret #operacaobetalab #sigodevolt",Positivo,2017-06-07
"""com vc bh fic pequena!"" bel horizont (pron [bɛloɾiˈzõntʃi][10] capit est mg, áre aproximad 331 km²",Neutro,2017-06-08
"pm apreend arm fogo, mun drog juiz #notic",Positivo,2017-06-09
08/01/1963 — adapt bande est min geral,Neutro,2017-06-10
suspeit mat companh dentr carr bh liber geral est min,Neutro,2017-06-11
"tri pres suspeit roubo, tráf abus sex uberlând",Positivo,2017-06-12
rt @rogerio_sinesi fot govern anastaz aécio? via @folha_com,Neutro,2017-06-13
rio distribu vacin febr amarel municípi próx mg #notic,Positivo,2017-06-14
govern anunc ensin integr trê escol estad triângul #g1,Positivo,2017-06-15
"cust r$ 21,8 milhã calamidade, govern mg compr doi by #ary_antipt via @c0nvey",Negativo,2017-06-16
govern min conclu estrateg trat resídu sól cidad centroo,Positivo,2017-06-17
govern aind qu inden famíl bandidos? @stf_ofic @micheltem #presotemquetrabalh,Neutro,2017-06-18
"após denúncia, pm apreend drogas, mun arm arax jov doi adolesc det noit desta…",Positivo,2017-06-19
bb avis justiç q govern mg recurs cont judic pimentel rasp tach,Negativo,2017-06-20
"i'm at big in govern valadares, min geral w/ @tue_nunes07 @estilo2d @andreacorreia9 @newrandley",Neutro,2017-06-21
"morr 92 ano mari soares, figur marc polít portugu – est minas…",Neutro,2017-06-22
@evaristocost visit est mg? sim achou?,Neutro,2017-06-23
"rt @ajax0b banc brasil cobr min r$ 1,5 bilhã depósit judic",Negativo,2017-06-24
"morr 92 ano mari soares, figur marc polít portugu est min",Neutro,2017-06-25
prefeit juiz apresent açõ prevenç febr amarel,Positivo,2017-06-26
"rt @uol polêm filh pimentel govern min prev gast r$ 50,8 mi helicópter",Negativo,2017-06-27
"govern #min #expuls 117 #serv #indisciplin – 44 educação, 36 pm, 21 pc, 8 cb,",Positivo,2017-06-28
"trê anos, presídi priv min geral rebel",Positivo,2017-06-29
rt @caduloren tucan @marconiperill terceriz presídi unidad socioeduc goi pt faz igual mg e…,Negativo,2017-06-30
pres roub cas juiz têm histór crim violent,Positivo,2017-07-01
"rt @trafficguay via @jcmenon tení + d 1 año q entrab al otr makro, sentimient encontr al verl en tal est",Neutro,2017-07-02
"cust r$ 21,8 milhã calamidade, govern mg compr doi by #ary_antipt via @c0nvey",Negativo,2017-07-03
"new post ""quatr hom pres suspeit tráf drog pirapora""",Positivo,2017-07-04
presídi min adot nov model conseg recuper 60% pres,Positivo,2017-07-05
"3 anos,presídi priv mg ñ rebel matér tendenci outr presídi públic msm idade?",Positivo,2017-07-06
@donamed_v busc en valenc est carabob somazin pastill 500 mg contact 04162571719 04124011533,Neutro,2017-07-07
em_com est ampl 23 númer cas suspeit #febreamarel min #timbet #sdv,Neutro,2017-07-08
"sobr mangu filh govern minas, fern pimentel ptninguém imprensa, fal + nada? bols mangu povooh",Negativo,2017-07-09
"govern #min vai liber r$ 770452,56 obr #escol est pedr lessa, miguel ant saiba…",Neutro,2017-07-10
voluntári outr est cheg min ajud combat febr amarel,Positivo,2017-07-11
"rt @vicente_q_filh cust r$ 21,8 milhã calamidade, govern mg compr doi by #ary_antip…",Negativo,2017-07-12
"new post ""políc apreend arm drog cas mont claros""",Positivo,2017-07-13
men det drog balanç precis mont clar,Positivo,2017-07-14
surt febr amarel provoc corr vacin interi min est min,Neutro,2017-07-15
@pmmg190 autor presos/apreend tráf drog,Positivo,2017-07-16
govern min geral pimentel kalil reun discut plan seguranç bel horizonte…,Neutro,2017-07-17
cidad par min melhor lug mund cois gost ness vid nom est mg jog par,Neutro,2017-07-18
quant vag 1 carg #anal sistem est mg salári oferec r$ 1001 r$ 2000 form,Neutro,2017-07-19
"banc brasil cobr min r$ 1,5 bilhã depósit judic",Negativo,2017-07-20
"atend demand apresent nós, govern min envi ofíci inform pag",Neutro,2017-07-21
#timbet #glob políci civil identif suspeit roub ônibu juiz #operacaobetalab #sigodevolt,Positivo,2017-07-22
"rt @diariodopod govern petist min geral usa helicópter govern busc filh balada, após réveillon víde",Negativo,2017-07-23
rt @minsaud forç nacion #su reforç ajud est min geral #febreamarel,Positivo,2017-07-24
"quadrilh pres tráf drog timóteo, mg",Positivo,2017-07-25
"@pmmg190 dupl comercializ drog centro, acab delegac",Positivo,2017-07-26
"perig trafic pres ipaba, mg",Positivo,2017-07-27
obam crit plan republic derrub medicaid est min,Neutro,2017-07-28
"trê anos, presídi priv min geral rebel",Positivo,2017-07-29
dupl pres patrocíni suspeit envolv roub fazend,Positivo,2017-07-30
pm aprend men simulacr arm drog imbé min,Positivo,2017-07-31
"doi hom pres suspeit tráf drog caldas, mg",Positivo,2017-08-01
"rt @cedesilv ""o govern min geral coment assunt """,Neutro,2017-08-02
"min gerais, melhor est brasil sil sil sil #teamgot7",Neutro,2017-08-03
"rt @fn7k presídi priv mg nunc rebeliões, r$ 1750 cust pres manutenç cadeia, lá pres trabalh",Positivo,2017-08-04
"@pmmg190 atax pm prend autor homicídio, apreend drog recup veícul furt",Positivo,2017-08-05
"após denúncias, cão encontr drog men det mg",Positivo,2017-08-06
"#i5gornasc @i5gornasc g1 corp est decompos encontr poç caldas, mg",Neutro,2017-08-07
dupl pres patrocíni suspeit envolv roub fazend,Positivo,2017-08-08
rt @ary_antipt escarni govern fern acron pimentel busc filh réveillon escarp lag helicópter governo…,Negativo,2017-08-09
presid stf suspend trâmit açã discut bloquei cont rio est minas…,Neutro,2017-08-10
rt @uol govern calam financ bb avis justiç min recurs,Negativo,2017-08-11
rt @caduloren program d gov aéci propunh priva presídi pt c @pimentelmin tá faz,Negativo,2017-08-12
detranmg realiz açõ educ trânsit dur mê fever,Positivo,2017-08-13
"pm apreend maconh celul presídi coronel fabriciano, mg",Positivo,2017-08-14
"oper prend criminosos, apreend drog arm #medina, mg #valedojequitinhonh",Positivo,2017-08-15
#pré_hospital hom est alter consci dificuldad respiratór press elev supermerc b benedit av brasil,Neutro,2017-08-16
est min metrô anel plan 2017,Neutro,2017-08-17
"pra sabe, bh = bel horizonte, cidad est min geral (mg",Neutro,2017-08-18
@pmmg190 paracatu forag justiç autor tráf drog pres políci milit,Positivo,2017-08-19
"seil cas confirmados, diamantin surt malár geral est min",Neutro,2017-08-20
"rind car contribuinte! son sabin pov min sab votar, vot dilm presidente, no…",Neutro,2017-08-21
presídi min adot nov model conseg recuper 60% pres,Positivo,2017-08-22
pimentel vai busc filh fest réveillon helicópter govern by #ary_antipt via @c0nvey,Negativo,2017-08-23
"govern min geral gast r$ 50,8 milhã helicópter via @uolnotic",Negativo,2017-08-24
presídi min adot nov model conseg recuper 60% pres,Positivo,2017-08-25
"rt @brenocxavi @jairbolsonar favor ajud pizz pimentel aqu mg mai cabid empreg estado, mãe coit…",Neutro,2017-08-26
"trê anos, presídi priv min geral rebel via @jornalextr",Positivo,2017-08-27
adolesc pres arm drog tumiriting,Positivo,2017-08-28
� #minasger receb auxíli forç nacion #su cas #febreamarel,Positivo,2017-08-29
,Positivo,2017-08-30
quatr hom pres tráf drog janaúb,Positivo,2017-08-31
ufjf abr 62 vag curs govern valad inscr cidad gratuit set curs estão…,Neutro,2017-09-01
rt @hugotim1 #timbet #glob prefeit juiz apresent açõ prevenç febr amarel #operacaobeta…,Positivo,2017-09-02
rt @julianaciprian secret deix carg govern tem após defend chacin poli est min,Neutro,2017-09-03
rio faz bloquei contr febr amarel municípi divis min geral,Positivo,2017-09-04
moral x legal – cas govern min geral utiliz helicóptero…,Negativo,2017-09-05
"saudad 0 (@ tribun justiç est min geral (tjmg in bel horizonte, mg",Neutro,2017-09-06
pm apreend pé maconh drog uberlând #notic,Positivo,2017-09-07
#educaçãomg projet ajud despert estud inter poes saib,Positivo,2017-09-08
"i'm at luí in luís, est min geral",Neutro,2017-09-09
@seriacoswik @marcovanbastenr @blogvaimenga @_aflamengu @jaimetricolorsp est rj/sul/mg parec quas brasile né?,Neutro,2017-09-10
"atend demand apresent nós, govern min envi ofíci inform pag 450000",Neutro,2017-09-11
2 helicópteros!! car pau canalh aind ñ mai q by #anapaulavol via @c0nvey,Negativo,2017-09-12
via @estada,Negativo,2017-09-13
@pmmg190 mulh pres tráf drog bairr martim,Positivo,2017-09-14
doi det tent jog celul drog presídi mg,Positivo,2017-09-15
políci civil min geral prend exvere esmerald acus tráf droga…,Positivo,2017-09-16
pm apreend arm us homicídi govern valad #somostodosdilm #raynni #buyraynniereonitun,Positivo,2017-09-17
campanh prevenç febr amarel iníci córreg fund,Positivo,2017-09-18
"min geral est univers públic precisamente, 11 total min amo ♥",Neutro,2017-09-19
govern min geral lanç program inclus soc produ jov,Positivo,2017-09-20
#su sesmg env municípi 3 milhã dos vacin contr #febreamarel,Positivo,2017-09-21
presídi sud viv clim tens nacion est min,Neutro,2017-09-22
rt @gisai via @estada bb govern min tr disput sobr depósit judic,Negativo,2017-09-23
vacin contr febr amarel intensific zon rural arax macac encontr mort reg da……,Positivo,2017-09-24
"cust r$ 21,8 milhã calamidade, govern mg compr doi by #uolnotic via @c0nvey",Negativo,2017-09-25
arax receb nov dos vacin contr febr amarel,Positivo,2017-09-26
fal alte mg mai est sei problem ment,Neutro,2017-09-27
@macsanto777 @acircamarg @katiaabr min sab bem ter govern aspir pó ���,Neutro,2017-09-28
pres roub cas juiz têm histór crim violent #timbet,Positivo,2017-09-29
"pm detém grup atitud suspeit imped sequestr pequeri, mg",Positivo,2017-09-30
@pmmg190 men apreend tráf drog,Positivo,2017-10-01
rt @jbarbosa2014 fórmul fracass govern petist fern pimentel pi histór est min gera…,Negativo,2017-10-02
"i'm at antoni dia in antoni dias, est min geral",Neutro,2017-10-03
bb govern min tr disput sobr depósit judic,Negativo,2017-10-04
"i'm at kiam sorvet in govern valadares, mg",Neutro,2017-10-05
rt @ja_1003 govern min decret situ emerg áre surt febr amarel,Positivo,2017-10-06
políci milit vai intensific trabalh bel horizont model setor cidad,Positivo,2017-10-07
"após denúncias, cão encontr drog men det mg",Positivo,2017-10-08
⭕rzil new �� govern min geral regulament marc regulatóri osc,Positivo,2017-10-09
"prefeit divinópolis, mg realiz process sele profes",Positivo,2017-10-10
@pmmg190 apreens drog frutal/mg,Positivo,2017-10-11
nord enfrent mai sec 100 ano est min,Neutro,2017-10-12
"rt @uolnotic polêm filh pimentel govern min prev gast r$ 50,8 mi helicópter",Negativo,2017-10-13
"retweeted edmilson pap 10 (@edmilsonpapo10 após decret fal est minas, pimentel tá compr",Negativo,2017-10-14
"calam financeira, govern mg (pt compr doi helicópter",Negativo,2017-10-15
mg y elejil mi estado(?,Neutro,2017-10-16
men det drog balanç precis mont clar,Positivo,2017-10-17
"i'm at ing in ingai, est min geral",Neutro,2017-10-18
"@consjovemoabmg min geral cham ""preocupante"" fat est ter esgot recurs relat depósit judic",Negativo,2017-10-19
govern fern pimentel entreg 401 veícul transport escol,Positivo,2017-10-20
pimentel vai busc filh fest réveillon helicópter govern by #ary_antipt via @c0nvey,Negativo,2017-10-21
"doi hom pres tráf drog japonvar, nort mg",Positivo,2017-10-22
polic folg imped roub detém ladr juiz,Positivo,2017-10-23
rt @saudemg min geral receb auxíli forç nacion #su cas #febreamarel,Positivo,2017-10-24
@baekli govern min dá ate estojo???????socorr,Neutro,2017-10-25
govern aind qu inden famíl bandidos? @stf_ofic @micheltem #presotemquetrabalh,Neutro,2017-10-26
"calam financeira, govern mg compr doi helicópter by #acordouacord via @c0nvey",Negativo,2017-10-27
rt @vinnyluciano22 esperanç empreg lev dezen sin prim dia ano econom est min,Neutro,2017-10-28
@pmmg190 veícul produt roub recuper pm,Positivo,2017-10-29
rt @em_com #min vai dobr ofert trabalh estud #presídi est,Neutro,2017-10-30
presídi min adot nov model conseg recuper 60% pres,Positivo,2017-10-31
retweeted fred navarr (@frednavarr govern fern pimentel (ptmg mand compr doi,Negativo,2017-11-01
rt @pmmg190 @pmmg190 betim milit 2º bpe abord doi suspeit apreend drog,Positivo,2017-11-02
rt @gutodeandrad govern mg põe sigil dad sobr voo pimentel,Negativo,2017-11-03
minist justiç marc dia 17 reun est sobr presídi – est de…,Neutro,2017-11-04
#i5gornasc @i5gornasc ufjf abr 62 vag curs govern valad,Neutro,2017-11-05
@pmmg190 seguranç períod carnav tem palestr 52º batalh políci milit empr,Positivo,2017-11-06
le pus mg mi est y contest,Neutro,2017-11-07
"i'm at giorgi gastrô in govern valadares, mg w/ @tue_nunes07 @newrandley @perpetuosoc @brenasunshin",Neutro,2017-11-08
rt @1914brunosep @filiperabel @jocaman apen propost reserv fred (tá caro! compr est min (tchê…,Neutro,2017-11-09
"""e 25% min diz torc tim nenhum,mesm dentr est atléticomg cruz pq?""",Neutro,2017-11-10
johann gutenberg ach ultrapass form comunic govern govern mg atu,Neutro,2017-11-11
pompéumg assist moment pris respons tirotei frent quartel…,Positivo,2017-11-12
"'calam financeira', govern mg compr doi helicópter",Negativo,2017-11-13
#bet #betalab #mg expresid câm justiç suíç vê 'indíci concretos' contra…,Neutro,2017-11-14
"rt @tue_nunes07 i'm at lucr cadastr serviç ltd in govern valadares, min geral w/ @sytambalejy @newrandley",Neutro,2017-11-15
"i'm at sorvet molh in govern valadares, min geral w/ @tue_nunes07 @combatentemg @cleverson0505",Neutro,2017-11-16
"est min gerais, através políci civil, assin contrat loc superfatur imóvel rua",Positivo,2017-11-17
govern anunc ensin integr trê escol estad triângul,Positivo,2017-11-18
"banc brasil cobr min r$ 1,5 bilhã depósit judiciais! administração…",Negativo,2017-11-19
pcc aprofund alianç facç roc nacion est min,Neutro,2017-11-20
oper contr furt roub realiz pat min,Positivo,2017-11-21
trê jov 20 ano pres envolv roub unaí,Positivo,2017-11-22
"i'm at big in govern valadares, min geral w/ @tue_nunes07 @estilo2d @newrandley @andreacorreia9",Neutro,2017-11-23
rio faz bloquei contr febr amarel municípi divis min geral – simep,Positivo,2017-11-24
presídi min adot nov model conseg recuper 60% pres @maria_l mostr verd exempl,Positivo,2017-11-25
"i'm at sorvet molh in govern valadares, min geral w/ @andre280580 @tue_nunes07 @brenasunshin",Neutro,2017-11-26
"rt @soumorompfpf @vicente_q_filh @onlyketanamr @c0nvey r$ 21,8 milhã pod invest saúd educ est de…",Negativo,2017-11-27
presídi min adot nov model conseg recuper 60% pres,Positivo,2017-11-28
hemomin juiz env bols sang áre afet febr amarel,Positivo,2017-11-29
